"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","CPI","TOT","AGRWTH","M","1987-05",17.5,
"ZAF","CPI","TOT","AGRWTH","M","1987-06",17.28395,
"ZAF","CPI","TOT","AGRWTH","M","1987-07",15.72581,
"ZAF","CPI","TOT","AGRWTH","M","1987-08",16.33466,
"ZAF","CPI","TOT","AGRWTH","M","1987-09",15.625,
"ZAF","CPI","TOT","AGRWTH","M","1987-10",15.44402,
"ZAF","CPI","TOT","AGRWTH","M","1987-11",15.26718,
"ZAF","CPI","TOT","AGRWTH","M","1987-12",14.71698,
"ZAF","CPI","TOT","AGRWTH","M","1988-01",14.1791,
"ZAF","CPI","TOT","AGRWTH","M","1988-02",13.23529,
"ZAF","CPI","TOT","AGRWTH","M","1988-03",13.4058,
"ZAF","CPI","TOT","AGRWTH","M","1988-04",12.85714,
"ZAF","CPI","TOT","AGRWTH","M","1988-05",13.12057,
"ZAF","CPI","TOT","AGRWTH","M","1988-06",12.2807,
"ZAF","CPI","TOT","AGRWTH","M","1988-07",12.89199,
"ZAF","CPI","TOT","AGRWTH","M","1988-08",12.32877,
"ZAF","CPI","TOT","AGRWTH","M","1988-09",12.16216,
"ZAF","CPI","TOT","AGRWTH","M","1988-10",12.37458,
"ZAF","CPI","TOT","AGRWTH","M","1988-11",12.25166,
"ZAF","CPI","TOT","AGRWTH","M","1988-12",12.5,
"ZAF","CPI","TOT","AGRWTH","M","1989-01",13.39869,
"ZAF","CPI","TOT","AGRWTH","M","1989-02",13.63636,
"ZAF","CPI","TOT","AGRWTH","M","1989-03",13.73802,
"ZAF","CPI","TOT","AGRWTH","M","1989-04",14.24051,
"ZAF","CPI","TOT","AGRWTH","M","1989-05",14.73354,
"ZAF","CPI","TOT","AGRWTH","M","1989-06",15.625,
"ZAF","CPI","TOT","AGRWTH","M","1989-07",15.4321,
"ZAF","CPI","TOT","AGRWTH","M","1989-08",15.54878,
"ZAF","CPI","TOT","AGRWTH","M","1989-09",15.06024,
"ZAF","CPI","TOT","AGRWTH","M","1989-10",14.58333,
"ZAF","CPI","TOT","AGRWTH","M","1989-11",15.04425,
"ZAF","CPI","TOT","AGRWTH","M","1989-12",15.49708,
"ZAF","CPI","TOT","AGRWTH","M","1990-01",15.27378,
"ZAF","CPI","TOT","AGRWTH","M","1990-02",15.14286,
"ZAF","CPI","TOT","AGRWTH","M","1990-03",14.88764,
"ZAF","CPI","TOT","AGRWTH","M","1990-04",14.40443,
"ZAF","CPI","TOT","AGRWTH","M","1990-05",13.93443,
"ZAF","CPI","TOT","AGRWTH","M","1990-06",13.51351,
"ZAF","CPI","TOT","AGRWTH","M","1990-07",13.1016,
"ZAF","CPI","TOT","AGRWTH","M","1990-08",13.45646,
"ZAF","CPI","TOT","AGRWTH","M","1990-09",14.39791,
"ZAF","CPI","TOT","AGRWTH","M","1990-10",14.28571,
"ZAF","CPI","TOT","AGRWTH","M","1990-11",15.12821,
"ZAF","CPI","TOT","AGRWTH","M","1990-12",14.43038,
"ZAF","CPI","TOT","AGRWTH","M","1991-01",14.25,
"ZAF","CPI","TOT","AGRWTH","M","1991-02",14.88834,
"ZAF","CPI","TOT","AGRWTH","M","1991-03",14.18093,
"ZAF","CPI","TOT","AGRWTH","M","1991-04",14.76998,
"ZAF","CPI","TOT","AGRWTH","M","1991-05",15.34772,
"ZAF","CPI","TOT","AGRWTH","M","1991-06",15.2381,
"ZAF","CPI","TOT","AGRWTH","M","1991-07",15.83924,
"ZAF","CPI","TOT","AGRWTH","M","1991-08",15.5814,
"ZAF","CPI","TOT","AGRWTH","M","1991-09",15.33181,
"ZAF","CPI","TOT","AGRWTH","M","1991-10",16.59091,
"ZAF","CPI","TOT","AGRWTH","M","1991-11",15.36748,
"ZAF","CPI","TOT","AGRWTH","M","1991-12",16.37168,
"ZAF","CPI","TOT","AGRWTH","M","1992-01",16.19256,
"ZAF","CPI","TOT","AGRWTH","M","1992-02",15.76674,
"ZAF","CPI","TOT","AGRWTH","M","1992-03",15.63169,
"ZAF","CPI","TOT","AGRWTH","M","1992-04",15.40084,
"ZAF","CPI","TOT","AGRWTH","M","1992-05",14.55301,
"ZAF","CPI","TOT","AGRWTH","M","1992-06",15.08264,
"ZAF","CPI","TOT","AGRWTH","M","1992-07",14.69388,
"ZAF","CPI","TOT","AGRWTH","M","1992-08",14.28571,
"ZAF","CPI","TOT","AGRWTH","M","1992-09",13.49206,
"ZAF","CPI","TOT","AGRWTH","M","1992-10",11.69591,
"ZAF","CPI","TOT","AGRWTH","M","1992-11",11.19691,
"ZAF","CPI","TOT","AGRWTH","M","1992-12",9.505703,
"ZAF","CPI","TOT","AGRWTH","M","1993-01",9.60452,
"ZAF","CPI","TOT","AGRWTH","M","1993-02",8.955224,
"ZAF","CPI","TOT","AGRWTH","M","1993-03",9.62963,
"ZAF","CPI","TOT","AGRWTH","M","1993-04",11.15174,
"ZAF","CPI","TOT","AGRWTH","M","1993-05",10.7078,
"ZAF","CPI","TOT","AGRWTH","M","1993-06",10.05386,
"ZAF","CPI","TOT","AGRWTH","M","1993-07",9.964413,
"ZAF","CPI","TOT","AGRWTH","M","1993-08",9.330986,
"ZAF","CPI","TOT","AGRWTH","M","1993-09",8.916084,
"ZAF","CPI","TOT","AGRWTH","M","1993-10",9.598604,
"ZAF","CPI","TOT","AGRWTH","M","1993-11",9.201389,
"ZAF","CPI","TOT","AGRWTH","M","1993-12",9.548611,
"ZAF","CPI","TOT","AGRWTH","M","1994-01",9.965635,
"ZAF","CPI","TOT","AGRWTH","M","1994-02",9.931507,
"ZAF","CPI","TOT","AGRWTH","M","1994-03",9.121622,
"ZAF","CPI","TOT","AGRWTH","M","1994-04",6.907895,
"ZAF","CPI","TOT","AGRWTH","M","1994-05",7.213115,
"ZAF","CPI","TOT","AGRWTH","M","1994-06",7.340946,
"ZAF","CPI","TOT","AGRWTH","M","1994-07",8.090615,
"ZAF","CPI","TOT","AGRWTH","M","1994-08",9.178744,
"ZAF","CPI","TOT","AGRWTH","M","1994-09",10.11236,
"ZAF","CPI","TOT","AGRWTH","M","1994-10",9.713376,
"ZAF","CPI","TOT","AGRWTH","M","1994-11",9.856915,
"ZAF","CPI","TOT","AGRWTH","M","1994-12",9.825673,
"ZAF","CPI","TOT","AGRWTH","M","1995-01",9.6875,
"ZAF","CPI","TOT","AGRWTH","M","1995-02",9.813084,
"ZAF","CPI","TOT","AGRWTH","M","1995-03",10.37152,
"ZAF","CPI","TOT","AGRWTH","M","1995-04",11.07692,
"ZAF","CPI","TOT","AGRWTH","M","1995-05",10.85627,
"ZAF","CPI","TOT","AGRWTH","M","1995-06",10.0304,
"ZAF","CPI","TOT","AGRWTH","M","1995-07",8.982036,
"ZAF","CPI","TOT","AGRWTH","M","1995-08",7.669617,
"ZAF","CPI","TOT","AGRWTH","M","1995-09",6.559767,
"ZAF","CPI","TOT","AGRWTH","M","1995-10",6.386067,
"ZAF","CPI","TOT","AGRWTH","M","1995-11",6.367583,
"ZAF","CPI","TOT","AGRWTH","M","1995-12",6.926407,
"ZAF","CPI","TOT","AGRWTH","M","1996-01",6.837607,
"ZAF","CPI","TOT","AGRWTH","M","1996-02",6.524823,
"ZAF","CPI","TOT","AGRWTH","M","1996-03",6.171108,
"ZAF","CPI","TOT","AGRWTH","M","1996-04",5.540166,
"ZAF","CPI","TOT","AGRWTH","M","1996-05",5.793103,
"ZAF","CPI","TOT","AGRWTH","M","1996-06",6.906077,
"ZAF","CPI","TOT","AGRWTH","M","1996-07",7.142857,
"ZAF","CPI","TOT","AGRWTH","M","1996-08",7.39726,
"ZAF","CPI","TOT","AGRWTH","M","1996-09",8.344733,
"ZAF","CPI","TOT","AGRWTH","M","1996-10",9.004093,
"ZAF","CPI","TOT","AGRWTH","M","1996-11",9.115646,
"ZAF","CPI","TOT","AGRWTH","M","1996-12",9.311741,
"ZAF","CPI","TOT","AGRWTH","M","1997-01",9.333333,
"ZAF","CPI","TOT","AGRWTH","M","1997-02",9.853529,
"ZAF","CPI","TOT","AGRWTH","M","1997-03",9.643329,
"ZAF","CPI","TOT","AGRWTH","M","1997-04",9.84252,
"ZAF","CPI","TOT","AGRWTH","M","1997-05",9.517601,
"ZAF","CPI","TOT","AGRWTH","M","1997-06",8.78553,
"ZAF","CPI","TOT","AGRWTH","M","1997-07",9.102564,
"ZAF","CPI","TOT","AGRWTH","M","1997-08",8.67347,
"ZAF","CPI","TOT","AGRWTH","M","1997-09",8.080808,
"ZAF","CPI","TOT","AGRWTH","M","1997-10",7.634543,
"ZAF","CPI","TOT","AGRWTH","M","1997-11",6.857855,
"ZAF","CPI","TOT","AGRWTH","M","1997-12",6.17284,
"ZAF","CPI","TOT","AGRWTH","M","1998-01",5.731707,
"ZAF","CPI","TOT","AGRWTH","M","1998-02",5.333333,
"ZAF","CPI","TOT","AGRWTH","M","1998-03",5.421687,
"ZAF","CPI","TOT","AGRWTH","M","1998-04",5.017921,
"ZAF","CPI","TOT","AGRWTH","M","1998-05",5.119048,
"ZAF","CPI","TOT","AGRWTH","M","1998-06",5.225653,
"ZAF","CPI","TOT","AGRWTH","M","1998-07",6.580493,
"ZAF","CPI","TOT","AGRWTH","M","1998-08",7.629108,
"ZAF","CPI","TOT","AGRWTH","M","1998-09",8.995327,
"ZAF","CPI","TOT","AGRWTH","M","1998-10",8.953488,
"ZAF","CPI","TOT","AGRWTH","M","1998-11",9.334889,
"ZAF","CPI","TOT","AGRWTH","M","1998-12",8.953488,
"ZAF","CPI","TOT","AGRWTH","M","1999-01",8.8812,
"ZAF","CPI","TOT","AGRWTH","M","1999-02",8.63061,
"ZAF","CPI","TOT","AGRWTH","M","1999-03",7.885714,
"ZAF","CPI","TOT","AGRWTH","M","1999-04",7.622298,
"ZAF","CPI","TOT","AGRWTH","M","1999-05",7.021518,
"ZAF","CPI","TOT","AGRWTH","M","1999-06",7.223476,
"ZAF","CPI","TOT","AGRWTH","M","1999-07",4.851158,
"ZAF","CPI","TOT","AGRWTH","M","1999-08",3.271538,
"ZAF","CPI","TOT","AGRWTH","M","1999-09",1.92926,
"ZAF","CPI","TOT","AGRWTH","M","1999-10",1.707577,
"ZAF","CPI","TOT","AGRWTH","M","1999-11",1.921025,
"ZAF","CPI","TOT","AGRWTH","M","1999-12",2.241195,
"ZAF","CPI","TOT","AGRWTH","M","2000-01",2.648305,
"ZAF","CPI","TOT","AGRWTH","M","2000-02",2.330508,
"ZAF","CPI","TOT","AGRWTH","M","2000-03",3.389831,
"ZAF","CPI","TOT","AGRWTH","M","2000-04",4.545455,
"ZAF","CPI","TOT","AGRWTH","M","2000-05",5.079365,
"ZAF","CPI","TOT","AGRWTH","M","2000-06",5.157895,
"ZAF","CPI","TOT","AGRWTH","M","2000-07",5.993691,
"ZAF","CPI","TOT","AGRWTH","M","2000-08",6.86378,
"ZAF","CPI","TOT","AGRWTH","M","2000-09",6.940063,
"ZAF","CPI","TOT","AGRWTH","M","2000-10",7.03043,
"ZAF","CPI","TOT","AGRWTH","M","2000-11",7.015707,
"ZAF","CPI","TOT","AGRWTH","M","2000-12",6.993737,
"ZAF","CPI","TOT","AGRWTH","M","2001-01",7.120743,
"ZAF","CPI","TOT","AGRWTH","M","2001-02",7.763975,
"ZAF","CPI","TOT","AGRWTH","M","2001-03",7.377049,
"ZAF","CPI","TOT","AGRWTH","M","2001-04",6.471183,
"ZAF","CPI","TOT","AGRWTH","M","2001-05",6.445116,
"ZAF","CPI","TOT","AGRWTH","M","2001-06",6.306306,
"ZAF","CPI","TOT","AGRWTH","M","2001-07",5.257936,
"ZAF","CPI","TOT","AGRWTH","M","2001-08",4.644269,
"ZAF","CPI","TOT","AGRWTH","M","2001-09",4.424779,
"ZAF","CPI","TOT","AGRWTH","M","2001-10",4.019608,
"ZAF","CPI","TOT","AGRWTH","M","2001-11",4.305284,
"ZAF","CPI","TOT","AGRWTH","M","2001-12",4.585366,
"ZAF","CPI","TOT","AGRWTH","M","2002-01",5.009634,
"ZAF","CPI","TOT","AGRWTH","M","2002-02",5.971139,
"ZAF","CPI","TOT","AGRWTH","M","2002-03",6.319232,
"ZAF","CPI","TOT","AGRWTH","M","2002-04",7.617966,
"ZAF","CPI","TOT","AGRWTH","M","2002-05",7.734169,
"ZAF","CPI","TOT","AGRWTH","M","2002-06",8.142213,
"ZAF","CPI","TOT","AGRWTH","M","2002-07",9.96364,
"ZAF","CPI","TOT","AGRWTH","M","2002-08",10.76439,
"ZAF","CPI","TOT","AGRWTH","M","2002-09",11.42309,
"ZAF","CPI","TOT","AGRWTH","M","2002-10",13.19123,
"ZAF","CPI","TOT","AGRWTH","M","2002-11",14.00702,
"ZAF","CPI","TOT","AGRWTH","M","2002-12",13.50842,
"ZAF","CPI","TOT","AGRWTH","M","2003-01",12.53944,
"ZAF","CPI","TOT","AGRWTH","M","2003-02",11.07496,
"ZAF","CPI","TOT","AGRWTH","M","2003-03",10.61602,
"ZAF","CPI","TOT","AGRWTH","M","2003-04",9.012932,
"ZAF","CPI","TOT","AGRWTH","M","2003-05",8.483256,
"ZAF","CPI","TOT","AGRWTH","M","2003-06",7.369792,
"ZAF","CPI","TOT","AGRWTH","M","2003-07",5.152525,
"ZAF","CPI","TOT","AGRWTH","M","2003-08",4.81897,
"ZAF","CPI","TOT","AGRWTH","M","2003-09",3.19727,
"ZAF","CPI","TOT","AGRWTH","M","2003-10",0.896526,
"ZAF","CPI","TOT","AGRWTH","M","2003-11",-1.427341,
"ZAF","CPI","TOT","AGRWTH","M","2003-12",-1.634509,
"ZAF","CPI","TOT","AGRWTH","M","2004-01",-1.999269,
"ZAF","CPI","TOT","AGRWTH","M","2004-02",-1.586527,
"ZAF","CPI","TOT","AGRWTH","M","2004-03",-1.698617,
"ZAF","CPI","TOT","AGRWTH","M","2004-04",-1.815761,
"ZAF","CPI","TOT","AGRWTH","M","2004-05",-1.803656,
"ZAF","CPI","TOT","AGRWTH","M","2004-06",-1.540141,
"ZAF","CPI","TOT","AGRWTH","M","2004-07",-0.8410531,
"ZAF","CPI","TOT","AGRWTH","M","2004-08",-1.252737,
"ZAF","CPI","TOT","AGRWTH","M","2004-09",-0.5510654,
"ZAF","CPI","TOT","AGRWTH","M","2004-10",0.5059854,
"ZAF","CPI","TOT","AGRWTH","M","2004-11",2.259393,
"ZAF","CPI","TOT","AGRWTH","M","2004-12",2.1989,
"ZAF","CPI","TOT","AGRWTH","M","2005-01",2.064934,
"ZAF","CPI","TOT","AGRWTH","M","2005-02",1.798115,
"ZAF","CPI","TOT","AGRWTH","M","2005-03",1.937793,
"ZAF","CPI","TOT","AGRWTH","M","2005-04",2.132906,
"ZAF","CPI","TOT","AGRWTH","M","2005-05",1.873767,
"ZAF","CPI","TOT","AGRWTH","M","2005-06",1.576549,
"ZAF","CPI","TOT","AGRWTH","M","2005-07",2.126613,
"ZAF","CPI","TOT","AGRWTH","M","2005-08",2.500308,
"ZAF","CPI","TOT","AGRWTH","M","2005-09",2.561261,
"ZAF","CPI","TOT","AGRWTH","M","2005-10",2.394401,
"ZAF","CPI","TOT","AGRWTH","M","2005-11",1.77002,
"ZAF","CPI","TOT","AGRWTH","M","2005-12",2.017115,
"ZAF","CPI","TOT","AGRWTH","M","2006-01",2.096283,
"ZAF","CPI","TOT","AGRWTH","M","2006-02",2.180534,
"ZAF","CPI","TOT","AGRWTH","M","2006-03",1.864632,
"ZAF","CPI","TOT","AGRWTH","M","2006-04",1.798648,
"ZAF","CPI","TOT","AGRWTH","M","2006-05",2.432236,
"ZAF","CPI","TOT","AGRWTH","M","2006-06",3.395174,
"ZAF","CPI","TOT","AGRWTH","M","2006-07",3.346172,
"ZAF","CPI","TOT","AGRWTH","M","2006-08",3.881279,
"ZAF","CPI","TOT","AGRWTH","M","2006-09",4.05811,
"ZAF","CPI","TOT","AGRWTH","M","2006-10",4.48495,
"ZAF","CPI","TOT","AGRWTH","M","2006-11",4.510015,
"ZAF","CPI","TOT","AGRWTH","M","2006-12",4.817256,
"ZAF","CPI","TOT","AGRWTH","M","2007-01",5.180852,
"ZAF","CPI","TOT","AGRWTH","M","2007-02",4.911779,
"ZAF","CPI","TOT","AGRWTH","M","2007-03",5.325092,
"ZAF","CPI","TOT","AGRWTH","M","2007-04",5.964663,
"ZAF","CPI","TOT","AGRWTH","M","2007-05",6.048435,
"ZAF","CPI","TOT","AGRWTH","M","2007-06",6.027911,
"ZAF","CPI","TOT","AGRWTH","M","2007-07",6.20778,
"ZAF","CPI","TOT","AGRWTH","M","2007-08",6.153846,
"ZAF","CPI","TOT","AGRWTH","M","2007-09",6.484366,
"ZAF","CPI","TOT","AGRWTH","M","2007-10",6.897739,
"ZAF","CPI","TOT","AGRWTH","M","2007-11",7.230575,
"ZAF","CPI","TOT","AGRWTH","M","2007-12",7.568309,
"ZAF","CPI","TOT","AGRWTH","M","2008-01",8.273748,
"ZAF","CPI","TOT","AGRWTH","M","2008-02",8.949335,
"ZAF","CPI","TOT","AGRWTH","M","2008-03",9.630053,
"ZAF","CPI","TOT","AGRWTH","M","2008-04",9.419289,
"ZAF","CPI","TOT","AGRWTH","M","2008-05",9.8022,
"ZAF","CPI","TOT","AGRWTH","M","2008-06",10.60246,
"ZAF","CPI","TOT","AGRWTH","M","2008-07",11.22045,
"ZAF","CPI","TOT","AGRWTH","M","2008-08",11.20825,
"ZAF","CPI","TOT","AGRWTH","M","2008-09",11.2685,
"ZAF","CPI","TOT","AGRWTH","M","2008-10",10.59335,
"ZAF","CPI","TOT","AGRWTH","M","2008-11",10.25007,
"ZAF","CPI","TOT","AGRWTH","M","2008-12",9.308293,
"ZAF","CPI","TOT","AGRWTH","M","2009-01",8.471761,
"ZAF","CPI","TOT","AGRWTH","M","2009-02",8.92562,
"ZAF","CPI","TOT","AGRWTH","M","2009-03",9.1354,
"ZAF","CPI","TOT","AGRWTH","M","2009-04",8.914101,
"ZAF","CPI","TOT","AGRWTH","M","2009-05",8.360128,
"ZAF","CPI","TOT","AGRWTH","M","2009-06",7.131537,
"ZAF","CPI","TOT","AGRWTH","M","2009-07",6.71875,
"ZAF","CPI","TOT","AGRWTH","M","2009-08",6.36646,
"ZAF","CPI","TOT","AGRWTH","M","2009-09",6.018518,
"ZAF","CPI","TOT","AGRWTH","M","2009-10",5.692307,
"ZAF","CPI","TOT","AGRWTH","M","2009-11",5.692307,
"ZAF","CPI","TOT","AGRWTH","M","2009-12",6.163328,
"ZAF","CPI","TOT","AGRWTH","M","2010-01",5.819295,
"ZAF","CPI","TOT","AGRWTH","M","2010-02",5.462822,
"ZAF","CPI","TOT","AGRWTH","M","2010-03",4.783258,
"ZAF","CPI","TOT","AGRWTH","M","2010-04",4.315476,
"ZAF","CPI","TOT","AGRWTH","M","2010-05",4.30267,
"ZAF","CPI","TOT","AGRWTH","M","2010-06",3.994083,
"ZAF","CPI","TOT","AGRWTH","M","2010-07",3.513909,
"ZAF","CPI","TOT","AGRWTH","M","2010-08",3.357664,
"ZAF","CPI","TOT","AGRWTH","M","2010-09",3.202329,
"ZAF","CPI","TOT","AGRWTH","M","2010-10",3.347889,
"ZAF","CPI","TOT","AGRWTH","M","2010-11",3.49345,
"ZAF","CPI","TOT","AGRWTH","M","2010-12",3.338171,
"ZAF","CPI","TOT","AGRWTH","M","2011-01",3.617945,
"ZAF","CPI","TOT","AGRWTH","M","2011-02",3.597122,
"ZAF","CPI","TOT","AGRWTH","M","2011-03",3.994294,
"ZAF","CPI","TOT","AGRWTH","M","2011-04",4.279601,
"ZAF","CPI","TOT","AGRWTH","M","2011-05",4.55192,
"ZAF","CPI","TOT","AGRWTH","M","2011-06",5.12091,
"ZAF","CPI","TOT","AGRWTH","M","2011-07",5.374823,
"ZAF","CPI","TOT","AGRWTH","M","2011-08",5.225989,
"ZAF","CPI","TOT","AGRWTH","M","2011-09",5.641749,
"ZAF","CPI","TOT","AGRWTH","M","2011-10",6.197183,
"ZAF","CPI","TOT","AGRWTH","M","2011-11",6.188467,
"ZAF","CPI","TOT","AGRWTH","M","2011-12",6.320225,
"ZAF","CPI","TOT","AGRWTH","M","2012-01",6.284916,
"ZAF","CPI","TOT","AGRWTH","M","2012-02",6.25,
"ZAF","CPI","TOT","AGRWTH","M","2012-03",6.035666,
"ZAF","CPI","TOT","AGRWTH","M","2012-04",6.29275,
"ZAF","CPI","TOT","AGRWTH","M","2012-05",5.714286,
"ZAF","CPI","TOT","AGRWTH","M","2012-06",5.548038,
"ZAF","CPI","TOT","AGRWTH","M","2012-07",4.832215,
"ZAF","CPI","TOT","AGRWTH","M","2012-08",5.2349,
"ZAF","CPI","TOT","AGRWTH","M","2012-09",5.473965,
"ZAF","CPI","TOT","AGRWTH","M","2012-10",5.570292,
"ZAF","CPI","TOT","AGRWTH","M","2012-11",5.695364,
"ZAF","CPI","TOT","AGRWTH","M","2012-12",5.812418,
"ZAF","CPI","TOT","AGRWTH","M","2013-01",5.519054,
"ZAF","CPI","TOT","AGRWTH","M","2013-02",5.882353,
"ZAF","CPI","TOT","AGRWTH","M","2013-03",6.080207,
"ZAF","CPI","TOT","AGRWTH","M","2013-04",5.791506,
"ZAF","CPI","TOT","AGRWTH","M","2013-05",5.534105,
"ZAF","CPI","TOT","AGRWTH","M","2013-06",5.512821,
"ZAF","CPI","TOT","AGRWTH","M","2013-07",6.402049,
"ZAF","CPI","TOT","AGRWTH","M","2013-08",6.377551,
"ZAF","CPI","TOT","AGRWTH","M","2013-09",6.075949,
"ZAF","CPI","TOT","AGRWTH","M","2013-10",5.527638,
"ZAF","CPI","TOT","AGRWTH","M","2013-11",5.388471,
"ZAF","CPI","TOT","AGRWTH","M","2013-12",5.243446,
"ZAF","CPI","TOT","AGRWTH","M","2014-01",5.728518,
"ZAF","CPI","TOT","AGRWTH","M","2014-02",5.925926,
"ZAF","CPI","TOT","AGRWTH","M","2014-03",5.97561,
"ZAF","CPI","TOT","AGRWTH","M","2014-04",6.20438,
"ZAF","CPI","TOT","AGRWTH","M","2014-05",6.829268,
"ZAF","CPI","TOT","AGRWTH","M","2014-06",6.804374,
"ZAF","CPI","TOT","AGRWTH","M","2014-07",6.618532,
"ZAF","CPI","TOT","AGRWTH","M","2014-08",6.47482,
"ZAF","CPI","TOT","AGRWTH","M","2014-09",5.966587,
"ZAF","CPI","TOT","AGRWTH","M","2014-10",5.952381,
"ZAF","CPI","TOT","AGRWTH","M","2014-11",5.826397,
"ZAF","CPI","TOT","AGRWTH","M","2014-12",5.338078,
"ZAF","CPI","TOT","AGRWTH","M","2015-01",4.475854,
"ZAF","CPI","TOT","AGRWTH","M","2015-02",4.079254,
"ZAF","CPI","TOT","AGRWTH","M","2015-03",4.027618,
"ZAF","CPI","TOT","AGRWTH","M","2015-04",4.581902,
"ZAF","CPI","TOT","AGRWTH","M","2015-05",4.3379,
"ZAF","CPI","TOT","AGRWTH","M","2015-06",4.550626,
"ZAF","CPI","TOT","AGRWTH","M","2015-07",4.62754,
"ZAF","CPI","TOT","AGRWTH","M","2015-08",4.504505,
"ZAF","CPI","TOT","AGRWTH","M","2015-09",4.504505,
"ZAF","CPI","TOT","AGRWTH","M","2015-10",4.494382,
"ZAF","CPI","TOT","AGRWTH","M","2015-11",4.719101,
"ZAF","CPI","TOT","AGRWTH","M","2015-12",5.18018,
"ZAF","CPI","TOT","AGRWTH","M","2016-01",6.200676,
"ZAF","CPI","TOT","AGRWTH","M","2016-02",6.942889,
"ZAF","CPI","TOT","AGRWTH","M","2016-03",6.526549,
"ZAF","CPI","TOT","AGRWTH","M","2016-04",6.462213,
"ZAF","CPI","TOT","AGRWTH","M","2016-05",6.564551,
"ZAF","CPI","TOT","AGRWTH","M","2016-06",6.528836,
"ZAF","CPI","TOT","AGRWTH","M","2016-07",6.472492,
"ZAF","CPI","TOT","AGRWTH","M","2016-08",6.25,
"ZAF","CPI","TOT","AGRWTH","M","2016-09",6.465517,
"ZAF","CPI","TOT","AGRWTH","M","2016-10",6.774194,
"ZAF","CPI","TOT","AGRWTH","M","2016-11",6.866953,
"ZAF","CPI","TOT","AGRWTH","M","2016-12",7.066381,
"ZAF","CPI","TOT","AGRWTH","M","2017-01",6.794055,
"ZAF","CPI","TOT","AGRWTH","M","2017-02",6.492146,
"ZAF","CPI","TOT","AGRWTH","M","2017-03",6.126688,
"ZAF","CPI","TOT","AGRWTH","M","2017-04",5.246913,
"ZAF","CPI","TOT","AGRWTH","M","2017-05",5.338809,
"ZAF","CPI","TOT","AGRWTH","M","2017-06",5.005107,
"ZAF","CPI","TOT","AGRWTH","M","2017-07",4.356636,
"ZAF","CPI","TOT","AGRWTH","M","2017-08",4.563895,
"ZAF","CPI","TOT","AGRWTH","M","2017-09",4.8583,
"ZAF","CPI","TOT","AGRWTH","M","2017-10",4.632427,
"ZAF","CPI","TOT","AGRWTH","M","2017-11",4.417671,
"ZAF","CPI","TOT","AGRWTH","M","2017-12",4.5,
"ZAF","CPI","TOT","AGRWTH","M","2018-01",4.274354,
"ZAF","CPI","TOT","AGRWTH","M","2018-02",3.834808,
"ZAF","CPI","TOT","AGRWTH","M","2018-03",3.718199,
"ZAF","CPI","TOT","AGRWTH","M","2018-04",4.301075,
"ZAF","CPI","TOT","AGRWTH","M","2018-05",4.288499,
"ZAF","CPI","TOT","AGRWTH","M","2018-06",4.377432,
"ZAF","CPI","TOT","AGRWTH","M","2018-07",5.048543,
"ZAF","CPI","TOT","AGRWTH","M","2018-08",4.84966,
"ZAF","CPI","TOT","AGRWTH","M","2018-09",4.826255,
"ZAF","CPI","TOT","AGRWTH","M","2018-10",5.004812,
"ZAF","CPI","TOT","AGRWTH","M","2018-11",5.096154,
"OECD","CPI","TOT","AGRWTH","M","1973-09",9.143618,
"OECD","CPI","TOT","AGRWTH","M","1973-10",9.642683,
"OECD","CPI","TOT","AGRWTH","M","1973-11",10.23296,
"OECD","CPI","TOT","AGRWTH","M","1973-12",11.13727,
"OECD","CPI","TOT","AGRWTH","M","1974-01",12.12075,
"OECD","CPI","TOT","AGRWTH","M","1974-02",13.02656,
"OECD","CPI","TOT","AGRWTH","M","1974-03",13.37653,
"OECD","CPI","TOT","AGRWTH","M","1974-04",13.5963,
"OECD","CPI","TOT","AGRWTH","M","1974-05",13.74411,
"OECD","CPI","TOT","AGRWTH","M","1974-06",13.82692,
"OECD","CPI","TOT","AGRWTH","M","1974-07",14.47885,
"OECD","CPI","TOT","AGRWTH","M","1974-08",14.39013,
"OECD","CPI","TOT","AGRWTH","M","1974-09",14.81742,
"OECD","CPI","TOT","AGRWTH","M","1974-10",15.13373,
"OECD","CPI","TOT","AGRWTH","M","1974-11",15.37874,
"OECD","CPI","TOT","AGRWTH","M","1974-12",14.83697,
"OECD","CPI","TOT","AGRWTH","M","1975-01",14.24577,
"OECD","CPI","TOT","AGRWTH","M","1975-02",13.46184,
"OECD","CPI","TOT","AGRWTH","M","1975-03",12.86463,
"OECD","CPI","TOT","AGRWTH","M","1975-04",12.70081,
"OECD","CPI","TOT","AGRWTH","M","1975-05",12.5434,
"OECD","CPI","TOT","AGRWTH","M","1975-06",12.53609,
"OECD","CPI","TOT","AGRWTH","M","1975-07",12.14614,
"OECD","CPI","TOT","AGRWTH","M","1975-08",11.38594,
"OECD","CPI","TOT","AGRWTH","M","1975-09",11.01879,
"OECD","CPI","TOT","AGRWTH","M","1975-10",10.47616,
"OECD","CPI","TOT","AGRWTH","M","1975-11",9.946013,
"OECD","CPI","TOT","AGRWTH","M","1975-12",9.717803,
"OECD","CPI","TOT","AGRWTH","M","1976-01",9.645382,
"OECD","CPI","TOT","AGRWTH","M","1976-02",9.570717,
"OECD","CPI","TOT","AGRWTH","M","1976-03",9.478502,
"OECD","CPI","TOT","AGRWTH","M","1976-04",9.368983,
