sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Disaster name","Disaster No."
/08/2010,/08/2010,Honduras,HND,"Atlantida, Choluteca, Colon, Comayagua, Copan, Cortes, Francisco Morazan, Gracias A Dios, Intibuca, Islas De Bahia, La Paz, Lempira, Name Unknown, Ocotepeque, Olancho, Paraiso, Santa Barbara, Valle, Yoro provinces",,,,Km2,Flood,"Riverine flood",,2010-0447
25/09/2010,25/09/2010,Honduras,HND,"Paraiso, Atlantida, Islas De Bahia, Colon, Yoro, Gracias A Dios, Comayagua provinces",,,,Kph,Storm,"Tropical cyclone","Tropical storm Matthew",2010-0503
17/10/2011,17/10/2011,Honduras,HND,"Marcovia, Choluteca, Apacilagua, Pespire districts (Choluteca province), San Lorenzo, Nacaome, Alianza districts (Valle province), Colon, Comayagua, Copan, Cortes, Francisco Morazan, Intibuca, La Paz, Olancho, Paraiso, Yoro provinces",,,,Km2,Flood,"Riverine flood",,2011-0386
/09/2012,/09/2012,Honduras,HND,"Choluteca, Francisco Morazan, Gracias A Dios, La Paz, Olancho, Paraiso, Valle provinces",,,,Km2,Drought,Drought,,2012-9379
/07/2013,/07/2013,Honduras,HND,"Tegucigalpa, San Pedro Sula, Juticalpa, Comayagua, Copan, La Ceiba; Choluteca, Choloma, La Paz, Catacamas, TEla, Marcovia, Danli, Santa Barbara, SAn Marcos de Ocotepeque, Trujillo, Cortes",,,,Vaccinated,Epidemic,"Viral disease",Dengue,2013-0493
08/01/2014,08/01/2014,Honduras,HND,"Atlantida, Colon provinces",,,,Km2,Flood,"Riverine flood",,2014-0007
15/10/2014,17/10/2014,Honduras,HND,"Tegucigalpa area (Distrito Central district, Francisco Morazan province)",,,,Km2,Flood,"Riverine flood",,2014-0447
/04/2014,/07/2015,Honduras,HND,"San Marcos De Sierra, Camasca districts (Intibuca province), Moroceli, Alauca, Oropoli, Teupasenti districts (Paraiso province), Ocotepeque, Copan, Santa Barbara, Yoro, Comayagua, Olancho, Lempira, La Paz, Valle, Choluteca, Francisco Morazan provinces",,,,Km2,Drought,Drought,,2014-9332
06/08/2016,06/08/2016,Honduras,HND,"Islas De Bahía, Colon, Gracias A Dios, Cortés",,,,Kph,Storm,"Tropical cyclone","Tropical storm Earl",2016-0284
18/10/2016,20/10/2016,Honduras,HND," Francisco Morazan, Valle, Choluteca, Paraíso provinces ",,,,Km2,Flood,--,,2016-0356
18/10/2016,22/10/2016,Honduras,HND,"Paraiso, Francisco Morazan, Valle, Choluteca provinces, Tegucigalpa (Yoro district, Yoro province)",,,,Km2,Flood,"Riverine flood",,2016-0407
10/06/2017,11/06/2017,Honduras,HND,"Choluteca (Choluteca city), Francisco Morazán (Talanga city), Cortés, Colón, Santa Barbara,  Valle, Lempira, La Paz, Intibucá, Copán, Ocotepeque",,,,Km2,Flood,"Riverine flood",,2017-0196
07/01/2017,21/01/2017,Honduras,HND,"Caribbean coast; Trujillo, Tocoa (Colon), Tela, La Ceiba, (Atlantida) Omoa-Cuyamel (Cortes), Laguna de Ibans in La Mosquitia (Brus Laguna), El Progreso (Yoro)",15.581,-85.367,13364.22,Km2,Flood,--,,2017-0227
05/10/2017,06/10/2017,Honduras,HND,"Ocotepeque, Copán, Lempira, Intibucá, Santa Bárbara, Comayagua departements, Francisco Morazan (San Ignacio), Atlantida (El Porvenir), El Paraiso (Trojes), Valle (San Lorenzo, Nacaome Paso Hondo in Goascoran)",,,,Kph,Storm,"Tropical cyclone","Tropical depression'16/Hurricane 'Nate'",2017-0410
23/10/2017,29/10/2017,Honduras,HND,"Francisco Morazán, Olancho, Colón, Cortés (La Lima), Atlántida, Islas de La Bahía, Santa Bárbara,  El Paraíso, Yoro, Gracias a Dios",,,,Km2,Flood,--,,2017-0449
11/10/2018,11/10/2018,Honduras,HND,"Copán, Ocotepeque, Lempira, Intibucá, La Paz, Comayagua, Francisco Morazán, El Paraíso Valle,Choluteca",,,,Km2,Flood,--,,2018-0374
/06/2018,/08/2018,Honduras,HND,,,,,Km2,Drought,Drought,,2018-9277
05/01/1973,05/01/1973,India,IND,"Uttar Pradesh, Bihar",,,,°C,"Extreme temperature ","Cold wave",,1973-0009
23/12/1973,23/12/1973,India,IND,"Bihar, Delhi",,,,°C,"Extreme temperature ","Cold wave",,1973-0054
15/08/1974,15/08/1974,India,IND,"West Bengal, Madya Pradesh, Gujarat states",,,,Kph,Storm,"Tropical cyclone",,1974-0045
29/05/1974,29/05/1974,India,IND,Midnapore,,,20,Kph,Storm,"Tropical cyclone",,1974-0122
/06/1974,/06/1974,India,IND,,,,,Km2,Flood,--,,1974-0128
02/07/1974,02/07/1974,India,IND,"Tinsukia, Dhemaji, Nowgong, Majuli, Jorhat, Dhubri",,,,Km2,Flood,--,,1974-0129
19/01/1975,19/01/1975,India,IND,"Himachal Pradesh","26.50 N","80.54 E",,Richter,Earthquake,"Ground movement",,1975-0014
/07/1975,/07/1975,India,IND,"Northwest, Bihar",,,,Km2,Flood,--,,1975-0037
/08/1975,/08/1975,India,IND,Eastern,,,,Kph,Storm,--,,1975-0045
/09/1975,/09/1975,India,IND,"Bulandshar (Uttar Pradesh)",,,,Kph,Storm,--,,1975-0052
22/10/1975,22/10/1975,India,IND,Gujarat,,,,Kph,Storm,--,,1975-0056
24/11/1975,24/11/1975,India,IND,"Madras city",,,,Kph,Storm,"Tropical cyclone",,1975-0058
29/05/1975,29/05/1975,India,IND," Maharashtra (Coast)",,,,Kph,Storm,"Tropical cyclone",,1975-0121
08/09/1976,08/09/1976,India,IND,"Midnapore, Parganas districts (West Bengal), Balasore district (Orissa)",,,,Kph,Storm,"Tropical cyclone",,1976-0063
22/11/1976,22/11/1976,India,IND,"Madras/Nellore (Andhra Pradesh)",,,,Kph,Storm,"Tropical cyclone",,1976-0074
29/05/1976,29/05/1976,India,IND,"Gujarat, Maharastra",,,,Kph,Storm,"Tropical cyclone",,1976-0143
03/11/1976,03/11/1976,India,IND,"Krishna District, near Masulipatnam (Andhra Pradesh)",,,,Kph,Storm,"Tropical cyclone",,1976-0144
15/11/1976,15/11/1976,India,IND,"Between Nellore and Kavali (Andhra Pradesh)",,,,Kph,Storm,"Tropical cyclone",,1976-0146
29/12/1976,29/12/1976,India,IND,"Neil & Havelock Isl. (Little Andaman, South Andaman Sea areas)",,,,Kph,Storm,"Tropical cyclone",,1976-0147
01/01/1977,01/01/1977,India,IND,,,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1977-0012
/08/1977,/08/1977,India,IND,"Ganges region",,,,Km2,Flood,"Riverine flood",,1977-0094
/10/1977,/10/1977,India,IND,"Tamil Nadu",,,,Km2,Flood,--,,1977-0121
12/11/1977,12/11/1977,India,IND,"Tamil Nadu, Andhra Pradesh, Kerala",,,,Kph,Storm,"Tropical cyclone",,1977-0133
27/10/1977,27/10/1977,India,IND,"North of Nellore district,  South of Prakasam district (Andhra Pradesh)",,,,Kph,Storm,"Tropical cyclone",,1977-0201
01/01/1978,01/01/1978,India,IND,"Tamil Nadu",,,,Vaccinated,Epidemic,"Viral disease",Encephalitis,1978-0012
17/03/1978,17/03/1978,India,IND,"New Delhi",,,,Kph,Storm,"Convective storm",,1978-0044
16/04/1978,16/04/1978,India,IND,Orissa,,,,Kph,Storm,"Convective storm",,1978-0055
16/04/1978,16/04/1978,India,IND,"West Bengal",,,,Kph,Storm,"Convective storm",,1978-0056
/05/1978,/05/1978,India,IND,,,,,°C,"Extreme temperature ","Heat wave",,1978-0063
/06/1978,/06/1978,India,IND,"Uttar Pradesh",,,,Vaccinated,Epidemic,"Viral disease",,1978-0074
/07/1978,/07/1978,India,IND,"North, Northeast",,,,Km2,Flood,--,,1978-0087
/09/1978,/09/1978,India,IND,"West Bengal",,,,Km2,Flood,--,,1978-0111
/10/1978,/10/1978,India,IND,"West Bengal",,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1978-0122
/10/1978,/10/1978,India,IND,"Uttar Pradesh",,,,Vaccinated,Epidemic,"Viral disease",Encephalitis,1978-0123
05/11/1978,05/11/1978,India,IND," Northeastern",,,,,Landslide,Landslide,,1978-0130
25/11/1978,25/11/1978,India,IND,,,,,Kph,Storm,--,,1978-0134
03/11/1978,03/11/1978,India,IND,"Tamil Nadu, Kerala",,,,Kph,Storm,"Tropical cyclone",,1978-0224
/03/1979,/03/1979,India,IND,"Lahaul, Pangi",,,,,Landslide,Landslide,,1979-0030
/05/1979,/05/1979,India,IND,Bihar,,,,°C,"Extreme temperature ","Heat wave",,1979-0045
12/05/1979,12/05/1979,India,IND,"Andhra Pradesh",,,,Kph,Storm,"Tropical cyclone",,1979-0051
/07/1979,/07/1979,India,IND,"North West, North, North East",,,,Km2,Flood,--,,1979-0060
/07/1979,/07/1979,India,IND,Rajasthan,,,,°C,"Extreme temperature ","Heat wave",,1979-0061
19/08/1979,19/08/1979,India,IND,"Uttar Pradesh",,,,,Landslide,Landslide,,1979-0079
/10/1979,/10/1979,India,IND,Assam,,,,Km2,Flood,--,,1979-0093
/11/1979,/11/1979,India,IND,"Tamil Nadu",,,,Km2,Flood,--,,1979-0100
/07/1979,/07/1979,India,IND,"Baramula-Sopur area","34.19 N","74.30 E",,Richter,Earthquake,"Ground movement",,1979-0224
25/08/1979,25/08/1979,India,IND,"Uttar Pradesh, Bihar, West Bengal",,,,Km2,Flood,--,,1979-0225
13/08/1979,13/08/1979,India,IND,Bihar,,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1979-0266
//1979,//1979,India,IND,,,,,Km2,Drought,Drought,,1979-9005
/01/1980,/01/1980,India,IND,Bihar,,,,°C,"Extreme temperature ","Cold wave",,1980-0012
09/05/1980,09/05/1980,India,IND,"Uttar Pradesh",,,,Kph,Storm,"Convective storm",,1980-0044
25/06/1980,25/06/1980,India,IND,"Uttar Pradesh",,,,,Landslide,Landslide,,1980-0055
/07/1980,/07/1980,India,IND,Assam,,,,Km2,Flood,--,,1980-0057
/07/1980,/07/1980,India,IND,"Madhya Pradesh",,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1980-0061
/07/1980,/07/1980,India,IND,Gujarat,,,,Km2,Flood,--,,1980-0062
/08/1980,/08/1980,India,IND,"Uttar Pradesh, Bihar, Gujarat, Kerala, Haryana",,,,Km2,Flood,--,,1980-0074
24/08/1980,24/08/1980,India,IND,"Jammu ","28.37 N","77.13 E",5.5,Richter,Earthquake,"Ground movement",,1980-0084
/09/1980,/09/1980,India,IND,Orissa,,,,Km2,Flood,--,,1980-0085
/09/1980,/09/1980,India,IND,Northern,,,,Vaccinated,Epidemic,"Viral disease",Encephalitis,1980-0086
16/10/1980,16/10/1980,India,IND,"Srikakulam, Visakhapatnam, East & West Godavari districts (Andhra Pradesh)",,,,Kph,Storm,"Tropical cyclone",,1980-0227
03/12/1980,03/12/1980,India,IND,"Tamil Nadu",,,,Kph,Storm,"Tropical cyclone",,1980-0228
20/11/1980,20/11/1980,India,IND,"Sikkim, Gangtok Region","27.20 N","88.39 E",6.2,Richter,Earthquake,"Ground movement",,1980-0255
21/08/1980,21/08/1980,India,IND,"Uttar Pradesh",,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1980-0316
/07/1980,/07/1980,India,IND,,,,,Km2,Flood,--,,1980-0324
29/04/1980,29/04/1980,India,IND,"Bihar, Uttar Pradesh states",,,40,°C,"Extreme temperature ","Heat wave",,1980-0357
/01/1981,/01/1981,India,IND,Northern,,,,°C,"Extreme temperature ","Cold wave",,1981-0003
17/04/1981,17/04/1981,India,IND,Orissa,,,,Kph,Storm,"Convective storm",,1981-0046
04/07/1981,04/07/1981,India,IND,,,,,Km2,Flood,--,,1981-0063
01/11/1981,01/11/1981,India,IND,Gujarat,,,,Kph,Storm,--,,1981-0094
10/12/1981,10/12/1981,India,IND,"Orissa, West Bengal",,,,Kph,Storm,"Tropical cyclone",,1981-0107
07/08/1981,07/08/1981,India,IND,"Puri, Ganjam, Koraput, Kalhandi, Phulbani, Sundergarh districts (Orissa state)",,,,Kph,Storm,"Tropical cyclone",,1981-0206
24/09/1981,24/09/1981,India,IND,"Orissa, West Bengal, Bihar Plateau, Andhra Pradesh, Telangana, East Madhya Pradesh",,,,Kph,Storm,"Tropical cyclone",,1981-0207
//1981,//1981,India,IND,,,,6.1,Richter,Earthquake,"Ground movement",,1981-0288
/08/1982,/08/1982,India,IND,Northeast,,,,Km2,Flood,--,,1982-0087
/10/1982,/10/1982,India,IND,"West Bengal",,,,Vaccinated,Epidemic,"Viral disease",Encephalitis,1982-0109
09/11/1982,09/11/1982,India,IND," Gujarat, Maharashtra",,,,Kph,Storm,"Tropical cyclone",,1982-0120
/12/1982,/12/1982,India,IND,Northern,,,,°C,"Extreme temperature ","Cold wave",,1982-0129
03/06/1982,03/06/1982,India,IND,"Orissa state",,,220,Kph,Storm,"Tropical cyclone",,1982-0313
/06/1982,/06/1982,India,IND,"North-East region",,,,Km2,Flood,--,,1982-0314
/06/1982,//1983,India,IND,"districts of Bhiwani, Gurgaon, Hisar, Mahendargarh, and Rohtak, Kerala, Tami Nadu, Rajasthan",,,,Km2,Drought,Drought,,1982-9350
/04/1983,/04/1983,India,IND,"West Bengal",,,,Kph,Storm,"Tropical cyclone",,1983-0061
13/04/1983,13/04/1983,India,IND,"West Bengal",,,,Kph,Storm,--,,1983-0068
/05/1983,/05/1983,India,IND,"Himachal Pradesh, Punjab",,,,Kph,Storm,--,,1983-0076
19/06/1983,19/06/1983,India,IND,"Saurashtra coast (N-W. Gujarat)",,,,Kph,Storm,"Tropical cyclone",,1983-0087
/07/1983,/07/1983,India,IND,"Upper Assama, Central Sikkim",,,,Km2,Flood,--,,1983-0089
/08/1983,/08/1983,India,IND,"Central - Western",,,,Km2,Flood,--,,1983-0102
/09/1983,/09/1983,India,IND,Sikkim,,,,,Landslide,Landslide,,1983-0117
03/10/1983,03/10/1983,India,IND,"Andhra Pradesh, Orissa",,,,Kph,Storm,"Tropical cyclone",,1983-0129
/12/1983,/12/1983,India,IND,"Tamil Nadu",,,,Km2,Flood,--,,1983-0153
/09/1983,/09/1983,India,IND,,,,,Km2,Flood,--,,1983-0507
/05/1984,/05/1984,India,IND,"North-East states",,,,Km2,Flood,--,,1984-0040
/05/1984,/05/1984,India,IND,"Jammu region",,,,Km2,Wildfire,"Forest fire",,1984-0044
/06/1984,/06/1984,India,IND," Uttar Pradesh",,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1984-0053
14/11/1984,14/11/1984,India,IND,"Tamil Nadu state + Chittoor, Nellore districts (Andhra Pradesh state)",,,,Kph,Storm,"Tropical cyclone",,1984-0110
/12/1984,/12/1984,India,IND,Northeast,,,,°C,"Extreme temperature ","Cold wave",,1984-0115
31/12/1984,31/12/1984,India,IND,"Cachar district (Assam)","24.40 N","92.34 E",6,Richter,Earthquake,"Ground movement",,1984-0124
13/10/1984,13/10/1984,India,IND,"East Uttar Pradesh + Cuttack, Balasore districts (Orissa state) + Midnapore district (West Bengal)",,,,Kph,Storm,"Tropical cyclone",,1984-0227
30/11/1984,30/11/1984,India,IND,"Ravalaseema, Kerala, Tamil Nadu",,,,Kph,Storm,"Tropical cyclone",,1984-0228
/05/1984,/05/1984,India,IND,"W Bengal State",,,,Vaccinated,Epidemic,"Parasitic disease",Dysentery,1984-0316
/05/1984,/05/1984,India,IND,"Gujarat, Karnataka States",,,,Vaccinated,Epidemic,"Viral disease",,1984-0317
25/06/1984,25/06/1984,India,IND,"West Bengal, Uttar Pradesh, Assam, Bihar",,,,Km2,Flood,--,,1984-0318
16/08/1984,16/08/1984,India,IND,"Ladakh area",,,,Km2,Flood,"Flash flood",,1984-0322
/08/1984,/08/1984,India,IND,"W Bengal, Uttar Pradesh & Orissa",,,,Km2,Flood,--,,1984-0323
/09/1984,/09/1984,India,IND,"North-East region",,,,Km2,Flood,--,,1984-0325
01/01/1985,01/01/1985,India,IND,Western,,,,Vaccinated,Epidemic,"Viral disease",,1985-0007
/03/1985,/03/1985,India,IND,"Delhi, Haryana, Uttar Pradesh, Rajasthan, Sikkim, Gujarat, Jammu and Kashmir, West Bengal, Chandigarh, Kerala, Orissa",,,,Vaccinated,Epidemic,"Bacterial disease",,1985-0037
/06/1985,/06/1985,India,IND,"Punjab (Western)",,,117440,Km2,Flood,--,,1985-0067
/06/1985,/06/1985,India,IND,"Uttar Pradesh,  West Bengal, Punjab (North, North-West, East India)",,,404,Km2,Flood,--,,1985-0068
06/06/1985,06/06/1985,India,IND,Bihar,,,46,°C,"Extreme temperature ","Heat wave",,1985-0069
/10/1985,/10/1985,India,IND,"Eastern Uttar Pradesh",,,,Vaccinated,Epidemic,"Viral disease",Encaphalitis,1985-0115
10/10/1985,10/10/1985,India,IND,"Andhra Pradesh",,,,Kph,Storm,"Tropical cyclone",,1985-0121
12/11/1985,12/11/1985,India,IND,"Tamil Nadu",,,,Km2,Flood,--,,1985-0131
26/12/1985,26/12/1985,India,IND,"Bihar, Uttar Pradesh, Jammu and Kashmir, Gujarat",,,,°C,"Extreme temperature ","Cold wave",,1985-0141
/09/1985,/09/1985,India,IND,"Uttar Pradesh, Bihar",,,90000,Km2,Flood,"Riverine flood",,1985-0317
23/06/1985,23/06/1985,India,IND,"Kerala, Assam, Bombay, Karnataka, Goa states",,,254240,Km2,Flood,"Riverine flood",,1985-0343
17/10/1985,17/10/1985,India,IND,,,,,Kph,Storm,--,Orilla,1985-0380
01/01/1986,01/01/1986,India,IND,"New Delhi",,,,Vaccinated,Epidemic,"Bacterial disease",,1986-0019
16/05/1986,16/05/1986,India,IND,"Rajasthan state",,,,Kph,Storm,"Tropical cyclone",,1986-0062
/06/1986,/06/1986,India,IND,"South Bihar",,,,Vaccinated,Epidemic,"Viral disease",,1986-0072
31/07/1986,31/07/1986,India,IND,"Uttar Pradesh",,,,Kph,Storm,--,,1986-0084
/08/1986,/08/1986,India,IND,"Andhra Pradesh",,,2400,Km2,Flood,"Riverine flood",,1986-0085
25/09/1986,25/09/1986,India,IND,"Calcutta, Midnapore district (West bengal)",,,,Kph,Storm,"Tropical cyclone",,1986-0116
16/11/1986,16/11/1986,India,IND,"Jammu and Kashmir State",,,,,Landslide,Avalanche,,1986-0134
10/10/1986,10/10/1986,India,IND,,,,,Km2,Flood,--,,1986-0239
16/11/1986,16/11/1986,India,IND,Cashmire,,,,Kph,Storm,"Convective storm",,1986-0256
/07/1986,/07/1986,India,IND,"Uttar Pradesh, Himachal Pradesh",,,,,Landslide,Landslide,,1986-0294
26/04/1986,26/04/1986,India,IND,Dharmsala,"32.128 N","76.374 E",5.3,Richter,Earthquake,"Ground movement",,1986-0372
//1986,//1986,India,IND,,,,,Km2,Flood,--,,1986-0385
//1986,//1986,India,IND,,,,,Kph,Storm,--,,1986-0386
/06/1987,/06/1987,India,IND," Rajasthan",,,,°C,"Extreme temperature ","Heat wave",,1987-0104
/08/1987,/08/1987,India,IND,"Assam, Bihar, West Bengal",,,40000,Km2,Flood,"Riverine flood",,1987-0137
02/11/1987,02/11/1987,India,IND,"Andhra Pradesh, Tami Nadu",,,800,Kph,Storm,"Tropical cyclone",,1987-0206
14/11/1987,14/11/1987,India,IND,"Guntur, Prakasam district (Andhra Pradesh)",,,,Kph,Storm,"Tropical cyclone",,1987-0280
/05/1987,/05/1987,India,IND,"Bihar, Uttar Pradesh",,,,Kph,Storm,--,,1987-0341
18/10/1987,18/10/1987,India,IND,Bihar,,,,Kph,Storm,--,,1987-0360
/05/1987,/05/1987,India,IND," Cachemire",,,,Km2,Flood,--,,1987-0386
09/07/1987,09/07/1987,India,IND," Andhra Pradesh",,,,Km2,Flood,--,,1987-0394
18/09/1987,18/09/1987,India,IND,"Uttar Pradesh",,,3000,Km2,Flood,--,,1987-0410
19/01/1987,19/01/1987,India,IND,Kashmir,,,,Vaccinated,Epidemic,"Viral disease",,1987-0570
/05/1987,/08/1987,India,IND,"Gujarat, Rajasthan, Orissa, Madhya Pradesh, Andhra Pradesh, Maharashtra",,,,Km2,Drought,Drought,,1987-9024
15/03/1988,15/03/1988,India,IND,"Jammu and Kashmir, Ladakh",,,,,Landslide,Avalanche,,1988-0125
/05/1988,/05/1988,India,IND,"Northern, Western, Central India",,,,°C,"Extreme temperature ","Heat wave",,1988-0183
/05/1988,/05/1988,India,IND,Rajasthan,,,,°C,"Extreme temperature ","Heat wave",,1988-0190
/06/1988,/06/1988,India,IND,Delhi,,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1988-0238
/06/1988,/06/1988,India,IND,"Bihar, West Bengal, Assam",,,,Km2,Flood,"Riverine flood",,1988-0244
/07/1988,/07/1988,India,IND,"Uttar Pradesh, Haryana, Himachal Pradesh, Pendjab states",,,,,Landslide,Landslide,,1988-0293
/07/1988,/07/1988,India,IND,"Gujarat state",,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1988-0297
06/08/1988,06/08/1988,India,IND,"Hindukush region",25.0E,"94.0 E",7.1,Richter,Earthquake,"Ground movement",,1988-0362
21/08/1988,21/08/1988,India,IND,"Dharbhanga, Madhubani, Saharsa, Munger, Khagana, Bihar SharieBihar State","25.13 N","85.31 E",7,Richter,Earthquake,"Ground movement",,1988-0382
22/09/1988,09/10/1988,India,IND,"Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",,,,Km2,Flood,"Riverine flood",,1988-0438
/11/1988,/11/1988,India,IND,"Along Nepal/Uttar Pradesh border",,,,Vaccinated,Epidemic,"Viral disease",Encaphalitis,1988-0496
29/11/1988,29/11/1988,India,IND,"West Bengal",,,,Kph,Storm,"Tropical cyclone",04B,1988-0519
/08/1988,/08/1988,India,IND,"Uttar Pradesh, Assam, Bihar, West Bengal, Arunachal Pradesh",,,,Km2,Flood,--,,1988-0703
28/07/1989,28/07/1989,India,IND,"Maharashtra, Andhra Pradesh, Gujarat",,,,Km2,Flood,"Riverine flood",,1989-0091
26/05/1989,26/05/1989,India,IND,"Coastal Orissa, West Bengal",,,,Kph,Storm,"Tropical cyclone",,1989-0158
09/11/1989,09/11/1989,India,IND,"Southern India",,,,Kph,Storm,"Tropical cyclone",,1989-0234
/12/1989,/12/1989,India,IND,Bihar,,,,°C,"Extreme temperature ","Cold wave",,1989-0235
/08/1989,/08/1989,India,IND,"Assam, Arunachal Pradesh, Manipur, Mizorem",,,,Km2,Flood,"Riverine flood",,1989-0260
07/06/1989,07/06/1989,India,IND,,,,,,Landslide,Landslide,,1989-0365
05/08/1989,05/08/1989,India,IND,"North India",,,,,"Mass movement (dry)",Landslide,,1989-0368
/01/1989,/01/1989,India,IND,,,,,°C,"Extreme temperature ","Cold wave",,1989-0427
//1989,//1989,India,IND,,,,,Vaccinated,Epidemic,"Viral disease",Dengue,1989-0591
09/05/1990,09/05/1990,India,IND,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",,,,Kph,Storm,"Tropical cyclone",02B,1990-0019
21/03/1990,22/03/1990,India,IND,"Jammu, Kargil district (Kashmir)",,,,Km2,Flood,"Flash flood",,1990-0103
20/08/1990,20/08/1990,India,IND,"Golfe du Bengale",,,,Kph,Storm,"Convective storm",,1990-0396
25/08/1990,25/08/1990,India,IND,Gujarat,,,,Kph,Storm,"Convective storm",,1990-0397
16/09/1990,16/09/1990,India,IND,Sikkim,,,,,Landslide,Landslide,,1990-0406
24/10/1990,28/10/1990,India,IND,"Tami Nadu state",,,,Km2,Flood,"Riverine flood",,1990-0414
29/12/1990,29/12/1990,India,IND,"North, West",,,,°C,"Extreme temperature ","Cold wave",,1990-0423
/11/1990,/11/1990,India,IND,"Ganjam district (Orissa)",,,,Kph,Storm,"Tropical cyclone",,1990-0580
/08/1990,/08/1990,India,IND,,,,,Km2,Flood,--,,1990-0589
/08/1990,/08/1990,India,IND,Bihar,,,,Vaccinated,Epidemic,--,Gastroenteritis,1990-0590
/09/1990,/09/1990,India,IND,Gujarat,,,,Vaccinated,Epidemic,"Parasitic disease",,1990-0626
20/04/1990,20/04/1990,India,IND,"Meghalaya, Manipur, Tinsukia",,,,Kph,Storm,--,,1990-0630
/01/1990,/01/1990,India,IND,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states",,,,°C,"Extreme temperature ","Cold wave",,1990-0632
13/06/1990,18/06/1990,India,IND,"Bombay (Assam state)",,,17800,Km2,Flood,"Riverine flood",,1990-0714
13/07/1991,19/07/1991,India,IND,"Assam, Meghalaya states",,,,Km2,Flood,"Coastal flood",,1991-0189
10/06/1991,12/06/1991,India,IND,"Bombay, Kerala, Gujarat",,,491400,Km2,Flood,"Riverine flood",,1991-0278
07/05/1991,08/05/1991,India,IND,"Assam, Tripura, Arunachal, Mizorem",,,,Km2,Flood,"Coastal flood",,1991-0338
20/10/1991,20/10/1991,India,IND,"Harsil (near Gangotri, Uttarkashi's Bhagirathi valley, Uttar Pradesh)","30.780 N","78.774 E",6.1,Richter,Earthquake,"Ground movement",,1991-0368
12/11/1991,19/11/1991,India,IND,"Andhra Pradesh, Tamil Nadu, Pondicherry",,,,Kph,Storm,"Tropical cyclone",4B,1991-0374
30/10/1991,30/10/1991,India,IND," Near Thondebhavi (Karnataka)",,,,Km2,Flood,"Riverine flood",,1991-0431
01/06/1991,09/07/1991,India,IND,"Kerala state",,,,Km2,Flood,"Riverine flood",,1991-0509
30/07/1991,30/07/1991,India,IND,"Andhra Pradesh, Maharashtra, Orissa, Gujarat, Madhya Pradesh",,,,Km2,Flood,"Riverine flood",,1991-0527
15/08/1991,29/08/1991,India,IND,"Haryana, Uttar Pradesh, Himachal Pradesh, Bihar states",,,,Km2,Flood,"Riverine flood",,1991-0532
/10/1991,/10/1991,India,IND,"Nagaon, Morigon districts (Assam)",,,,Vaccinated,Epidemic,"Bacterial disease",Cholera,1991-0691
14/09/1991,15/09/1991,India,IND,"West Bengal state",,,91960,Km2,Flood,"Riverine flood",,1991-0766
08/09/1992,31/09/1992,India,IND,"Uttar Pradesh, Jammu, Madhya Pradesh",,,,Km2,Flood,"Riverine flood",,1992-0083
22/04/1992,22/04/1992,India,IND,"Naogoan district (Assam state)",,,140,Kph,Storm,"Tropical cyclone",,1992-0097
08/10/1992,08/10/1992,India,IND,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",,,,Km2,Flood,"Riverine flood",,1992-0147
17/06/1992,24/06/1992,India,IND,"Kerala, Gujarat, Orissa states",,,,Kph,Storm,"Convective storm",,1992-0211
09/08/1992,09/08/1992,India,IND,"Aizawl (Mizoram state)",,,,,Landslide,Landslide,,1992-0332
26/07/1992,31/07/1992,India,IND,"Orissa state",,,,Km2,Flood,"Riverine flood",,1992-0333
10/11/1992,10/11/1992,India,IND,"Tamil Nadu, Kerala, Karnataka, Andhra Pradesh states",,,,Km2,Flood,--,,1992-0483
/01/1992,/01/1992,India,IND,"Bihar state",,,,°C,"Extreme temperature ","Cold wave",,1992-0500
/09/1992,/09/1992,India,IND,"Banda, Allahbad, Kanpur (Uttar Pradesh)",,,,Km2,Flood,"Riverine flood",,1992-0546
08/07/1993,31/07/1993,India,IND,"Punjab, Haryana, Himachal Pradesh,  Gujarat, Jammu and Kashmir, Rajasthan, Madhya Pradesh, Chandigarh, Assam  states",,,80937,Km2,Flood,--,,1993-0042
29/09/1993,29/09/1993,India,IND,"Killari, Haegoan, Sostour, Holi (Latur and Osmanabad districts, Maharastra state)","16.40 N","74.20 E",6.4,Richter,Earthquake,"Ground movement",,1993-0074
04/12/1993,04/12/1993,India,IND,"Tamil Nadu, Karaikal region (Pondicherry)",,,120,Kph,Storm,"Tropical cyclone",,1993-0085
09/04/1993,09/04/1993,India,IND,"Near Kandi (Murshidabad district, West Bengal)",,,200,Kph,Storm,"Tropical cyclone",,1993-0138
