Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Euro area,EMU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.1363295035,56.0848850341,56.0032376826,55.7260183723,55.5453819047,55.3826265389,55.3364509788,55.0100690103,55.0450014645,54.4452585209,53.6153430641,53.4216795292,53.1883954553,53.0360497458,52.8809866004,52.5593778992,52.5015289657,52.5120782568,52.362781033,52.2014841149,52.1554360373,52.0809146381,51.6599474858,51.5471202385,51.4586564626,51.3427655967,51.2705672055,50.9533507107,50.9694501221,50.7742655058,49.4587195325,48.6963277576,48.62356087,48.4614320404,47.848158875,47.9116171963,47.686898118,47.7016899383,47.608587342,47.3457707365,46.8174655141,46.5357076303,46.1718516925,45.9651962254,46.106787498,45.6039742358,45.2285214491,45.3515711982,45.0512617413,45.0234593461,44.6154107581,44.4954746138,44.3568425223,44.0304109394,43.8468966017,,
Eritrea,ERI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2673267327,73.3267326733,73.3366336634,72.6534653465,72.8712871287,73.9306930693,73.9306930693,74.5544554455,74.5742574257,74.5742574257,74.9207920792,74.2574257426,74.4752475248,74.9702970297,74.9702970297,74.9702970297,75.1683168317,75.1683168317,75.1683168317,75.1683168317,75.1683168317,75.1683168317,75.1683168317,,
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,66.4892552723,66.4932570331,66.3031733963,65.5348353275,65.4167833847,64.3403097363,64.7925087038,64.3463123774,65.08263636,64.266277162,65.3967745808,65.1646724559,64.5884189043,64.188094047,63.8892780658,63.0862541786,63.2381791248,63.0152343203,62.7677463266,62.5422948325,62.4794778361,62.449445401,61.6522836033,61.3246836457,61.4928720167,61.2886432805,61.2706230979,61.2245715201,61.470847349,61.0123338139,60.8101073202,60.6259010091,60.1333493513,60.433685728,59.5046452026,60.3455870575,60.1854076566,59.9831811629,59.6227775108,59.6513026052,59.2152772206,58.9511862777,58.3982692654,58.2375095156,58.4343505179,57.3429796785,56.1078720122,56.4194065758,56.0903220631,55.088898222,54.0409698328,53.8613782211,53.4439535395,53.1336838528,52.5074265244,,
Estonia,EST,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4133050248,31.1394196745,25.9731068648,23.3781552253,23.7084217976,24.1330502477,24.6048596367,23.6140599198,23.260202878,20.9955178108,16.4708657702,19.5494220335,18.1740976645,20.8044350083,21.1960368011,21.5758433593,21.3918376976,21.9815994338,22.3826374145,22.3165841,22.5501297476,22.7742392074,22.9841943855,23.4394904459,,
Ethiopia,ETH,Agricultural land (% of land area),AG.LND.AGRI.ZS,,52.5304268847,52.9055404178,53.0245231608,52.9791099001,53.2924613987,53.378746594,53.4514078111,53.5603996367,53.7693006358,53.7238873751,53.8964577657,54.0690281562,54.0236148955,53.9782016349,53.9327883742,53.8873751135,53.8692098093,53.8501362398,53.8392370572,53.6920980926,53.4604904632,53.2288828338,52.9954586739,52.5794732062,52.3978201635,52.1207992734,51.7983651226,51.5667574932,51.3351498638,51.1462306994,51.0063578565,50.9582198002,30.54,30.472,30.5,30.5,30.492,30.508,30.676,30.662,30.6054,30.498,31.607,33.101,33.591,34.219,35.077,34.513,34.985,35.683,36.3252,36.488,36.259,36.259,36.259,,
European Union,EUU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,54.7028529222,54.6352093519,54.495879547,54.3053164046,54.0914184941,53.972541275,53.9205510498,53.6901757717,53.6740914713,53.1376699982,52.5973938092,52.415780811,52.2223257499,52.091350646,51.9498001867,51.8014027047,51.725409723,51.7108078999,51.5768270121,51.4502550317,51.3363853304,51.2679061056,50.9675137162,50.9016829541,50.7975134676,50.6969620617,50.6455524014,50.5057764349,50.3935091046,50.2408336124,49.3733298342,48.6944616105,48.5971728712,48.4700031974,48.0629752768,48.0019440621,47.8802998443,47.7412407604,47.6044652414,47.0779810901,46.5721204617,46.1689361781,45.7616150154,45.528073364,45.5226261883,45.3530174481,44.8175408031,44.9387221076,44.6265154017,44.3436252106,44.1225583589,43.9599091294,43.9218439158,43.6808605877,43.5432651706,,
Fragile and conflict affected situations,FCS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,30.6733771929,30.730674581,30.7764598648,30.8116540125,30.8141537837,30.814482701,30.8680304322,30.8951332151,30.9561802601,31.0013077093,31.0322259325,31.1144552495,31.1532017037,31.2126360709,31.2314172521,31.2968752333,31.3302291996,31.3748327285,31.3966081977,31.428383278,31.4650265901,31.5024593452,31.5191034349,31.56272016,31.7345555841,31.9604678529,32.1165144171,32.3427556205,32.4597247568,32.4909077548,32.5474751753,32.6462156195,33.2304174927,33.4558712773,33.565657468,33.7539930643,33.8563948267,33.9010281411,33.924521079,34.0051289756,34.1291416269,34.2595780773,34.4789904198,34.4918073883,34.7089392613,34.7749621935,34.9064512847,34.9032266876,32.6953780959,32.5986530746,30.6303037299,30.6499821784,30.681981103,30.6888855611,30.6947030067,,
Finland,FIN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,9.0800748547,9.1437670311,9.2140254112,9.276732657,9.3289339768,9.3877015004,9.4336649266,9.4753603204,9.0794182343,8.9438261269,8.8765225385,8.5810433698,8.4772973505,8.5537936242,8.58137168,8.5751337864,8.5281854296,8.4871466562,8.4293640632,8.3259463541,8.2625824879,8.1673725336,8.0449128336,7.9638202173,7.9070225549,7.8577760268,7.9057093142,7.7914573689,7.8328244525,7.856462786,7.9608654257,7.9007846613,7.8259299386,7.9185134115,7.3672806067,7.281919958,7.0586690305,7.1965593092,7.2274204669,7.281919958,7.2950523655,7.3410157917,7.3738468105,7.3968285236,7.4651170426,7.5656834698,7.5467789141,7.5564330372,7.5567620928,7.5416255347,7.5244331831,7.5194971865,7.4319655138,7.4602652275,7.4805040966,,
Fiji,FJI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,12.4247400109,12.4247400109,12.4794745484,12.4794745484,12.205801861,12.205801861,12.096332786,11.986863711,12.096332786,12.096332786,12.096332786,12.5889436234,12.8626163109,13.1362889984,13.4099616858,14.2309797482,14.7783251232,15.3256704981,15.5993431856,15.873015873,16.4203612479,16.9677066229,17.5150519978,18.0623973727,18.8834154351,19.1570881226,19.978106185,20.7991242474,21.6201423098,22.4411603722,23.2074438971,23.8095238095,23.8095238095,23.7000547345,24.083196497,24.083196497,24.083196497,23.5358511221,23.4263820471,23.4263820471,23.4263820471,23.4263820471,23.4263820471,23.4263820471,23.4263820471,23.4263820471,23.3716475096,23.4263820471,23.4044882321,23.2621784346,23.2621784346,23.2621784346,23.2621784346,23.2621784346,23.2621784346,,
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,63.0773276646,62.8965275419,62.7394688494,62.2920342023,62.0947977048,61.8117268055,61.4154275466,60.5917825431,60.5826512238,59.3444443227,59.5782060975,59.3809696,59.2805250874,59.2476523378,59.0924199092,58.4787952503,58.2760799611,58.3692194183,58.1372839073,57.9327423543,57.868823119,57.7939463005,57.6460189274,57.541921887,57.4213884719,57.3355540702,57.2588509878,56.303714986,56.1409948755,55.870525197,55.6734713258,55.4897491809,55.3199066414,55.1621174434,55.0622208099,54.9637851875,54.8602360263,54.7513906999,54.6584338692,54.436078142,54.2642270261,54.0768526957,53.9083390677,53.7987132168,53.6755077554,53.5336047206,53.3389217926,53.1635975798,52.9988658715,52.827924764,52.7408105458,52.6790818125,52.5492323174,52.5360830014,52.4637617636,,
Faroe Islands,FRO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,2.1489971347,,
"Micronesia, Fed. Sts.",FSM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,32.1428571429,31.4285714286,31.4285714286,31.4285714286,31.4285714286,31.4285714286,31.4285714286,31.4285714286,,
Gabon,GAB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,20.1614468118,20.2196608065,20.2778748011,20.3360887957,20.3943027904,20.452516785,20.3166841309,20.3748981255,20.2390654713,20.1032328172,20.1808514767,20.0450188225,19.9285908332,19.9868048279,20.0605425544,20.0023285598,20.0915900182,20.1769705437,19.9868048279,19.9945666938,19.9945666938,19.9945666938,19.9945666938,19.9945666938,19.9945666938,19.9945666938,19.9945666938,19.9945666938,19.9945666938,20.0139713587,20.0139713587,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,20.0256141576,,
United Kingdom,GBR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,81.841855082,81.7550531145,81.6227834498,81.4409126607,80.9531682718,80.808498326,80.8250320341,80.2959533749,80.1058157318,77.9109659819,77.8861654197,77.5265572686,77.2785516472,77.0388128798,76.8114743934,76.7494729881,76.4270656802,76.3774645559,76.2699954532,76.3402637126,75.724383086,75.5631794321,75.2945066755,75.2366386971,75.0961021783,74.9390319514,74.8811639731,76.1501260695,75.6665151077,75.2407721242,74.9927665027,74.6910263299,72.4755094449,71.9588310668,71.8348282561,72.3101723639,72.6863142231,72.4093746125,71.1734799322,70.119456041,70.0739883437,70.1690571653,70.0863886248,70.4790641921,70.0863886248,73.7320712603,72.9425866986,73.0955234985,71.6116231968,71.1941470673,70.9461414459,71.0205431323,71.3024428554,71.2272144835,70.8386723432,,
Georgia,GEO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4671175709,45.0136710318,44.5675636782,43.8624262484,43.6753489711,43.7041300907,43.819254569,43.1572888185,43.1716793783,43.2148510577,43.2292416175,43.2580227371,35.8612750036,36.2642106778,36.2354295582,36.2210389984,36.177867319,36.1922578788,35.6885882861,35.5072672327,35.4727298892,36.7160742553,36.802417614,36.6729025759,,
Ghana,GHA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.419530632,51.8590137998,51.8590137998,52.2984969676,52.7379801354,52.7379801354,52.7379801354,52.7379801354,53.616946471,53.616946471,54.0564296387,54.4959128065,54.4959128065,54.4959128065,54.9353959743,54.9353959743,55.3968533005,55.9022589435,55.9022589435,56.2538454777,56.6933286455,57.5722949811,58.4512613167,59.8927661071,61.6594884416,62.3187131933,63.4174211128,63.769007647,64.30078228,65.1973279423,66.361958337,66.361958337,67.2409246726,67.6804078404,68.559374176,68.559374176,68.6472708095,69.0867539773,68.9988573438,68.9988573438,68.9988573438,68.9988573438,,
Gibraltar,GIB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,59.4986163112,59.4945466385,59.3968744913,59.2992023441,59.2055998698,59.1079277226,59.0102555755,58.9125834283,58.8149112811,58.7213088068,58.6236366596,58.5259645125,58.4282923653,58.3346898909,58.2777144718,58.1800423246,58.0823701774,57.9846980303,57.9724890119,57.8748168647,57.7771447176,57.6794725704,57.6224971512,57.5288946769,57.4719192577,57.3742471105,57.2765749634,57.305062673,57.2073905258,57.5492430409,57.1748331434,57.1992511802,57.1870421618,57.1707634706,57.0730913235,56.637636334,56.1614846166,55.8155624288,55.1033696891,54.8958163764,55.1033696891,55.9173042487,56.3446198926,56.6905420804,57.4678495849,57.5044766401,57.70796028,57.9521406479,57.9928373759,58.1963210158,58.1963210158,58.6032882956,59.0102555755,59.0102555755,59.0102555755,,
"Gambia, The",GMB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.7786561265,51.8774703557,51.976284585,52.0750988142,52.1739130435,52.2727272727,52.4703557312,52.4703557312,52.6679841897,52.766798419,53.0632411067,53.557312253,54.0513833992,56.7193675889,56.1264822134,56.0276679842,56.7193675889,57.4110671937,56.3241106719,55.6324110672,57.8063241107,59.8814229249,58.0039525692,56.6205533597,56.6205533597,57.5098814229,58.2015810277,59.6837944664,57.9051383399,57.9051383399,58.4980237154,55.1383399209,55.0395256917,55.0395256917,55.0395256917,55.0395256917,55.0395256917,54.5454545455,54.5454545455,54.5454545455,53.3596837945,51.0869565217,50.0988142292,50.8893280632,52.0750988142,48.9130434783,48.9130434783,54.5454545455,59.5849802372,60.7707509881,60.7707509881,59.7826086957,59.7826086957,59.7826086957,59.7826086957,,
Guinea-Bissau,GNB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,48.293029872,48.293029872,48.293029872,48.293029872,48.293029872,48.293029872,48.6486486486,48.6486486486,48.6486486486,48.6486486486,48.6486486486,48.6486486486,48.826458037,49.0042674253,49.0042674253,49.0042674253,49.039829303,49.039829303,49.0753911807,49.1820768137,49.4310099573,49.893314367,50.2489331437,51.2091038407,51.493598862,50.320056899,50.1422475107,49.786628734,51.1024182077,51.4580369844,51.4580369844,51.4580369844,52.1692745377,52.5248933144,52.8449502134,53.0583214794,54.6586059744,54.6586059744,56.4722617354,57.8947368421,57.8947368421,57.2190611664,56.8990042674,57.2546230441,57.2546230441,57.2546230441,57.2546230441,57.2546230441,57.2546230441,57.9658605974,57.9658605974,57.9658605974,57.9658605974,57.9658605974,57.9658605974,,
Equatorial Guinea,GNQ,Agricultural land (% of land area),AG.LND.AGRI.ZS,,11.1942959002,11.3725490196,11.550802139,11.5864527629,11.5864527629,11.7290552585,11.7290552585,11.7290552585,11.7290552585,11.7290552585,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.9073083779,11.550802139,11.550802139,11.550802139,11.550802139,11.1942959002,11.1942959002,11.0160427807,10.4812834225,10.4812834225,10.1247771836,10.1247771836,10.1247771836,10.1247771836,10.1247771836,,
Greece,GRC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,69.1233514352,69.06128782,69.9844840962,69.7517455392,67.3235065943,70.5197827773,70.6982156711,70.9309542281,70.93871218,71.0240496509,71.0240496509,71.0628394104,70.9309542281,70.9154383243,70.7370054306,70.7137315749,70.6904577192,71.1792086889,71.2257564003,71.2179984484,71.4197051978,71.4197051978,71.2335143522,71.4429790535,71.249030256,71.2179984484,71.1947245927,71.2102404965,71.4895267649,71.5438324282,71.093871218,71.1171450737,71.0628394104,71.1404189294,71.093871218,71.1559348332,69.7051978278,68.1303335919,67.2614429791,66.1675717611,65.9581070597,65.5236617533,65.5081458495,64.7090768037,64.8176881303,64.1737781226,64.0108611327,63.7238169123,63.5065942591,63.5686578743,63.4600465477,63.1962761831,62.7540729247,60.3801396431,60.3801396431,,
Grenada,GRD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,64.7058823529,64.7058823529,64.7058823529,64.7058823529,64.7058823529,64.7058823529,64.7058823529,64.7058823529,64.7058823529,64.7058823529,64.7058823529,58.8235294118,58.8235294118,58.8235294118,58.8235294118,58.8235294118,58.8235294118,55.8823529412,55.8823529412,47.0588235294,47.0588235294,47.0588235294,47.0588235294,47.0588235294,41.1764705882,41.1764705882,38.2352941176,38.2352941176,38.2352941176,38.2352941176,35.2941176471,35.2941176471,35.2941176471,35.2941176471,32.3529411765,32.3529411765,32.3529411765,32.3529411765,35.2941176471,35.2941176471,38.2352941176,38.2352941176,35.2941176471,35.2941176471,20.5882352941,20.5882352941,20.5882352941,20.5882352941,23.5294117647,23.5294117647,23.5294117647,23.5294117647,23.5294117647,23.5294117647,23.5294117647,,
Greenland,GRL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6877377817,0.6889083992,0.6889083992,0.6889083992,0.6889083992,0.6889083992,0.6892010536,0.6892010536,0.6894937079,0.6894937079,0.6894937079,0.6894937079,0.6897863623,0.5742477768,0.5742477768,0.5742477768,0.5744914119,0.5744914119,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,0.5747350469,,
Guatemala,GTM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,24.6920492721,24.804031355,24.9160134378,25.0279955207,25.1399776036,25.2519596865,25.4572601717,25.5692422546,25.5879059351,25.7092198582,25.821201941,26.1291526689,26.5304217992,26.8290406868,26.9503546099,27.3422919,27.930197835,28.0421799179,28.1448301605,28.4621127286,28.6207540127,28.9660321015,29.1060097051,35.3210153042,35.3210153042,35.3210153042,35.3210153042,39.9869354237,39.9869354237,39.9869354237,39.9869354237,39.9869354237,41.8253079507,42.1052631579,42.1052631579,42.1052631579,42.1985815603,41.3400522583,41.4333706607,41.6666666667,41.9466218738,42.226577081,47.2564389698,44.7928331467,42.5718551698,40.1269130272,41.1907428145,38.6151549085,37.7336692796,36.9734975737,36.3066442703,35.5464725644,34.7209779769,35.4031354983,35.4031354983,,
Guam,GUM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,29.6296296296,29.6296296296,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,31.4814814815,33.3333333333,33.3333333333,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,37.037037037,35.1851851852,35.1851851852,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,,
Guyana,GUY,Agricultural land (% of land area),AG.LND.AGRI.ZS,,6.9086472472,6.9086472472,6.9086472472,6.9086472472,6.9086472472,6.9340653754,6.9340653754,6.9442326267,6.9442326267,6.9696507549,6.9696507549,6.9849016318,6.9950688831,6.9950688831,7.0002540005,7.4066548133,7.8333756668,8.2600965202,8.7122174244,8.7122174244,8.7122174244,8.7122174244,8.763017526,8.7782575565,8.7782575565,8.7884175768,8.7884175768,8.7884175768,8.7985775972,8.7985775972,8.8087376175,8.8087376175,8.8087376175,8.8087376175,8.8087376175,8.8087376175,8.8087376175,8.8087376175,8.8138176276,8.6766573533,8.6766573533,8.6766573533,8.6766573533,8.6766573533,8.5242570485,8.5242570485,8.5242570485,8.5242570485,8.5242570485,8.5242570485,8.5242570485,8.5242570485,8.5344170688,8.5344170688,8.5344170688,,
High income,HIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,38.9647398468,38.8869060086,38.8410671835,38.789547932,38.7531691241,38.7441703503,38.7598611835,38.6746053902,38.757905133,38.7411609553,38.683170309,38.6793194621,38.7003702279,38.6824844369,38.6558066866,38.6803093825,38.4099303793,38.2796459035,38.3496748576,38.3839716775,38.3625686277,38.331613972,38.1254783066,38.3104819179,38.4352221401,38.5136581588,38.5120300471,38.6491080485,38.6417468613,38.6903894797,38.5620515998,38.5981097481,39.7211119982,39.8721292474,39.6440056669,39.5835285166,39.3738649275,39.406327678,39.1014726847,39.1277425265,39.0824161592,38.6864184974,38.5142935303,38.5593785097,38.7827611964,38.457847998,38.3120719159,38.1226985687,37.7513700014,37.4533607649,37.6298319202,37.62371257,37.3092321466,37.5881900318,36.4530910153,,
"Hong Kong SAR, China",HKG,Agricultural land (% of land area),AG.LND.AGRI.ZS,,13.7254901961,13.7254901961,13.7254901961,12.7450980392,12.7450980392,12.7450980392,12.7450980392,12.7450980392,12.7450980392,12.7450980392,11.7647058824,11.7647058824,11.7647058824,11.7647058824,9.900990099,9.900990099,9,8,8,8,9,9.0909090909,9.0909090909,9.0909090909,9.0909090909,9.0909090909,9.0909090909,9.0909090909,8.0808080808,8.0808080808,8.0808080808,8.0808080808,8.0808080808,8.0808080808,7.619047619,7.619047619,6.6666666667,6.6666666667,6.6666666667,6.6666666667,6.6666666667,6.6666666667,6.6666666667,6.6666666667,6.6666666667,5.7142857143,5.7142857143,5.7142857143,5.7142857143,5.2380952381,5.2380952381,4.8571428571,4.8571428571,4.8571428571,4.8571428571,,
Honduras,HND,Agricultural land (% of land area),AG.LND.AGRI.ZS,,26.6333005631,26.7226740549,26.7673608008,26.8120475467,26.8567342926,26.9461077844,27.0354812763,27.0801680222,27.0801680222,27.169541514,27.2142282599,27.5270354813,27.6164089731,27.6700330682,28.0185896863,28.3313969077,29.0016980963,29.1089462865,29.1089462865,29.1089462865,29.1715077308,29.2161944767,29.2251318259,29.2876932702,29.2966306194,29.3591920636,29.3591920636,29.3591920636,30.1278040933,29.671999285,29.868620967,29.9848065064,31.7097148986,31.4594691215,31.1019751542,31.1019751542,30.3423004737,30.3423004737,29.8239342211,26.2311198499,26.240057199,27.0622933238,28.1794619716,28.0632764322,28.152649924,28.2420234159,28.2420234159,28.4565197962,28.5816426848,28.8676378586,28.8676378586,28.9123246045,28.9123246045,28.9123246045,28.9123246045,,
Heavily indebted poor countries (HIPC),HPC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,35.3805296125,35.4377824454,35.5241425983,35.5850907953,35.6439128925,35.6775255194,35.715845939,35.7972451921,35.8553079678,35.8748478383,35.9942131611,36.0637670005,36.0806745568,36.1011985321,36.1870242724,36.2498981843,36.3192518551,36.4049567929,36.447227096,36.4918260624,36.5711524874,36.6093223179,36.6763473254,36.7301090761,36.9229325304,37.1602030817,37.2585637989,37.4800399376,37.6283656716,37.7290550522,37.8288332166,37.9628832316,37.3032640116,37.5096544613,37.7095145289,37.9072990486,38.0978950857,38.2316413619,38.4222880222,38.5486433232,38.7537135221,38.8923277173,39.206676521,39.3237647542,39.7619741517,39.8513573652,40.0229707458,40.261239585,38.6683351034,38.6772533349,37.2232445343,37.3779417302,37.4162100728,37.412942511,37.4130032558,,
Croatia,HRV,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9976748346,40.636737614,41.3521731354,41.7098908961,34.5659163987,34.6730975348,36.6302986943,36.3441244858,20.9086031121,21.0695761045,21.1232337686,21.3915220891,21.0150107219,21.6404574696,21.9799857041,21.4796283059,23.0360972123,23.2237312366,23.8348820586,23.6972837741,23.7848463188,28.007505361,26.962115797,27.4767691208,,
Haiti,HTI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,60.2322206096,60.4136429608,60.595065312,60.7764876633,60.9579100145,61.1393323657,61.320754717,61.5021770682,61.6835994194,61.8650217707,62.0464441219,57.4746008708,57.4383164006,57.4383164006,57.4383164006,57.5108853411,57.5108853411,57.8737300435,57.8737300435,58.0551523948,58.0551523948,58.0551523948,58.0551523948,58.0551523948,58.0551523948,58.0551523948,58.0551523948,58.0188679245,57.9825834543,57.946298984,57.9100145138,57.1480406386,57.1480406386,57.8737300435,57.6923076923,57.6923076923,61.320754717,61.320754717,61.320754717,61.320754717,60.595065312,60.595065312,60.595065312,60.595065312,60.595065312,60.595065312,66.0377358491,64.2235123367,65.1788824383,67.8519593614,66.4005805515,64.2235123367,66.763425254,66.763425254,66.763425254,,
Hungary,HUN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,78.665037761,77.8938013775,77.5741419527,77.5186049095,77.2383914686,76.9581157649,76.8222222222,76.7085231692,76.541837982,76.4058679707,76.1920640213,76.0920306769,75.9697677003,75.3806824497,75.2473046571,75.1195108394,74.7999110716,74.4470379015,73.965747331,73.7070403737,73.426028921,73.2228279008,73.1085892301,72.9194481531,72.7525589675,72.5745438362,72.4410324878,72.2933125626,72.1486591744,72.0373873373,71.8816067653,68.2763992434,68.2172267972,68.1281994213,68.7625194747,68.8181615847,68.986636971,68.9643652561,68.8864142539,65.3202410176,65.4429814773,65.2644498996,65.4429814773,65.4318232537,65.4279656288,64.8253543131,64.8030353755,64.6133244058,63.8793770021,59.0191096874,58.9528333149,58.963879377,58.9859715012,59.0522478736,59.0632939357,,
IBRD only,IBD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,32.929358318,33.1105019446,33.2802110377,33.4269935726,33.6026796683,33.7914695874,33.9589201086,34.1848409499,34.4918671084,34.6433885379,34.9297816154,35.1585236184,35.3900062402,35.6645509686,35.8497669517,36.0755362464,36.305993941,36.4941463047,36.7071574649,36.8240230498,36.9225159719,37.2075321368,37.5111623532,37.854595463,38.2280661525,38.5109933287,38.7883027802,38.9817795999,39.2000969488,39.4657759654,39.6752105823,35.8034872343,35.9027211713,35.9770581727,36.0053121059,36.0326696587,36.0873273042,36.1359173654,36.1532533287,36.1618991747,36.112480231,36.1007925926,36.1480743558,36.3019249086,36.1098921035,36.0779879625,36.11375218,36.1435048211,36.1860502783,36.3038455164,36.3574768664,36.4048051174,36.5520594194,36.5926657314,36.7947137969,,
IDA & IBRD total,IBT,Agricultural land (% of land area),AG.LND.AGRI.ZS,,35.1691528734,35.3182666755,35.4860051704,35.6177833727,35.7836931042,35.8791466083,36.0255188145,36.1876513916,36.4572748453,36.529920739,36.7055613781,36.8255921159,37.0634740886,37.1807852935,37.3090548559,37.2684625423,37.3741481932,37.5069874449,37.6247707012,37.7585933653,37.7832493388,38.0247698367,38.2225093439,38.5185981914,38.8577497166,39.1519832364,39.3932553154,39.583864232,39.7865477143,39.9857084516,40.1890970241,37.4116209306,37.3094650717,37.4221939926,37.5121475638,37.5747280039,37.7726994461,37.8444138002,37.9312563317,37.9712659398,37.9617258437,37.9914445969,37.9447884737,38.0823632652,38.0385919728,38.054460966,38.1198188264,38.1754319732,37.8325094015,37.9337340139,37.6920898721,37.7695616486,37.8717875417,37.8970938037,38.045213616,,
